age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
52;*;divorced;primary;*;-644;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;-473;*;*;cellular;*;*;*;*;-1;0;*;no
23;*;single;primary;*;965;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;-201;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;single;secondary;*;-247;*;*;telephone;*;*;*;*;166;1;*;yes
53;*;married;secondary;*;66;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;single;tertiary;*;5073;*;*;cellular;*;*;*;*;286;4;*;yes
34;*;single;secondary;*;283;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;primary;*;379;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;secondary;*;574;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;secondary;*;3842;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;single;secondary;*;443;*;*;cellular;*;*;*;*;-1;0;*;yes
41;*;divorced;primary;*;1563;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;21;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;342;*;*;cellular;*;*;*;*;175;1;*;no
35;*;married;primary;*;4319;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;-45;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;single;tertiary;*;415;*;*;cellular;*;*;*;*;89;2;*;yes
39;*;divorced;secondary;*;42;*;*;unknown;*;*;*;*;-1;0;*;no
26;*;single;secondary;*;66;*;*;cellular;*;*;*;*;339;3;*;no
34;*;married;tertiary;*;8463;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;1124;*;*;unknown;*;*;*;*;-1;0;*;no
61;*;married;primary;*;5;*;*;cellular;*;*;*;*;94;3;*;yes
45;*;married;secondary;*;153;*;*;cellular;*;*;*;*;-1;0;*;yes
26;*;single;secondary;*;1200;*;*;cellular;*;*;*;*;-1;0;*;no
53;*;married;secondary;*;3398;*;*;telephone;*;*;*;*;113;13;*;no
59;*;married;secondary;*;13718;*;*;telephone;*;*;*;*;-1;0;*;no
51;*;married;unknown;*;-19;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;married;secondary;*;-349;*;*;cellular;*;*;*;*;328;5;*;no
35;*;married;secondary;*;97;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;divorced;tertiary;*;1270;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;626;*;*;unknown;*;*;*;*;-1;0;*;no
42;*;married;primary;*;14752;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;93;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;divorced;secondary;*;2735;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;tertiary;*;1447;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;married;secondary;*;284;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;married;primary;*;726;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;772;*;*;cellular;*;*;*;*;259;3;*;no
84;*;divorced;primary;*;2619;*;*;telephone;*;*;*;*;115;2;*;no
42;*;divorced;secondary;*;732;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;single;primary;*;2169;*;*;cellular;*;*;*;*;110;3;*;no
43;*;divorced;secondary;*;6835;*;*;cellular;*;*;*;*;152;2;*;no
30;*;single;tertiary;*;18;*;*;unknown;*;*;*;*;-1;0;*;no
20;*;single;secondary;*;210;*;*;cellular;*;*;*;*;-1;0;*;no
65;*;married;tertiary;*;1973;*;*;telephone;*;*;*;*;287;3;*;no
44;*;married;secondary;*;438;*;*;telephone;*;*;*;*;303;1;*;no
37;*;single;secondary;*;-274;*;*;cellular;*;*;*;*;-1;0;*;no
56;*;divorced;tertiary;*;2126;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;married;secondary;*;611;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;651;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;209;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;1780;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;primary;*;-740;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;single;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;1044;*;*;cellular;*;*;*;*;-1;0;*;no
71;*;married;tertiary;*;15265;*;*;cellular;*;*;*;*;192;2;*;no
33;*;married;secondary;*;229;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;786;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;divorced;secondary;*;1194;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;married;secondary;*;271;*;*;unknown;*;*;*;*;-1;0;*;no
58;*;divorced;secondary;*;1103;*;*;cellular;*;*;*;*;202;4;*;no
34;*;single;secondary;*;1928;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;married;tertiary;*;1253;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;single;secondary;*;2022;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;tertiary;*;5142;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;310;*;*;unknown;*;*;*;*;-1;0;*;no
58;*;married;primary;*;943;*;*;unknown;*;*;*;*;-1;0;*;no
51;*;married;tertiary;*;1854;*;*;cellular;*;*;*;*;338;2;*;no
36;*;married;tertiary;*;696;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;63;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;305;*;*;cellular;*;*;*;*;85;2;*;yes
37;*;married;primary;*;2814;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;divorced;primary;*;664;*;*;cellular;*;*;*;*;-1;0;*;yes
34;*;single;secondary;*;1698;*;*;unknown;*;*;*;*;-1;0;*;no
29;*;married;secondary;*;602;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;tertiary;*;119;*;*;cellular;*;*;*;*;476;4;*;yes
27;*;single;secondary;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
60;*;married;tertiary;*;3401;*;*;cellular;*;*;*;*;95;2;*;no
45;*;married;secondary;*;3395;*;*;cellular;*;*;*;*;188;1;*;no
31;*;single;secondary;*;816;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;tertiary;*;520;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;single;tertiary;*;2032;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;married;secondary;*;-153;*;*;cellular;*;*;*;*;92;4;*;no
51;*;married;secondary;*;16;*;*;telephone;*;*;*;*;-1;0;*;no
35;*;divorced;secondary;*;-281;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;divorced;secondary;*;5;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;-234;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;divorced;secondary;*;175;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;single;unknown;*;64;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;520;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
56;*;married;tertiary;*;-6;*;*;telephone;*;*;*;*;-1;0;*;no
57;*;married;secondary;*;1741;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;tertiary;*;-71;*;*;telephone;*;*;*;*;-1;0;*;no
49;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;secondary;*;-267;*;*;cellular;*;*;*;*;-1;0;*;yes
42;*;single;primary;*;2398;*;*;cellular;*;*;*;*;271;2;*;no
35;*;single;tertiary;*;8;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;single;tertiary;*;97;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;single;secondary;*;12926;*;*;unknown;*;*;*;*;-1;0;*;no
69;*;divorced;secondary;*;6850;*;*;telephone;*;*;*;*;-1;0;*;no
29;*;married;secondary;*;926;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;1;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;married;primary;*;2657;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;1139;*;*;cellular;*;*;*;*;191;1;*;no
49;*;single;primary;*;505;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;5902;*;*;unknown;*;*;*;*;-1;0;*;no
42;*;married;secondary;*;3165;*;*;unknown;*;*;*;*;-1;0;*;no
56;*;married;primary;*;855;*;*;unknown;*;*;*;*;-1;0;*;no
58;*;married;secondary;*;2;*;*;unknown;*;*;*;*;-1;0;*;no
49;*;married;primary;*;352;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;married;secondary;*;504;*;*;cellular;*;*;*;*;-1;0;*;no
60;*;married;primary;*;219;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;tertiary;*;54;*;*;telephone;*;*;*;*;-1;0;*;no
35;*;single;tertiary;*;53;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;279;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;934;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;26233;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;divorced;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;primary;*;110;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;286;*;*;cellular;*;*;*;*;-1;0;*;no
56;*;divorced;primary;*;13;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;91;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;divorced;tertiary;*;375;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;single;tertiary;*;-152;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;single;secondary;*;13156;*;*;unknown;*;*;*;*;-1;0;*;no
49;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;yes
37;*;married;tertiary;*;183;*;*;cellular;*;*;*;*;258;1;*;no
27;*;single;secondary;*;-403;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;10865;*;*;unknown;*;*;*;*;-1;0;*;no
51;*;married;tertiary;*;3463;*;*;cellular;*;*;*;*;166;3;*;yes
33;*;married;secondary;*;1077;*;*;cellular;*;*;*;*;374;3;*;no
35;*;married;tertiary;*;489;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;1464;*;*;telephone;*;*;*;*;-1;0;*;no
40;*;married;primary;*;309;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;primary;*;156;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;married;secondary;*;52;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;secondary;*;249;*;*;telephone;*;*;*;*;-1;0;*;yes
34;*;married;secondary;*;103;*;*;unknown;*;*;*;*;-1;0;*;no
42;*;married;primary;*;319;*;*;telephone;*;*;*;*;-1;0;*;no
40;*;married;primary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
52;*;married;secondary;*;-36;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;married;primary;*;417;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;311;*;*;cellular;*;*;*;*;351;2;*;no
44;*;married;unknown;*;185;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;married;secondary;*;65;*;*;telephone;*;*;*;*;-1;0;*;no
26;*;single;secondary;*;-46;*;*;unknown;*;*;*;*;-1;0;*;yes
37;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;secondary;*;2419;*;*;cellular;*;*;*;*;342;3;*;no
43;*;married;primary;*;98;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;single;secondary;*;68;*;*;unknown;*;*;*;*;-1;0;*;no
52;*;married;primary;*;1141;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;756;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;tertiary;*;1103;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;tertiary;*;1603;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;524;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;married;primary;*;283;*;*;telephone;*;*;*;*;-1;0;*;no
34;*;single;secondary;*;23;*;*;unknown;*;*;*;*;-1;0;*;no
53;*;married;primary;*;306;*;*;cellular;*;*;*;*;181;1;*;yes
32;*;single;secondary;*;-32;*;*;cellular;*;*;*;*;185;5;*;no
37;*;single;tertiary;*;561;*;*;cellular;*;*;*;*;165;2;*;no
58;*;married;primary;*;4354;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;primary;*;315;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;55;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;married;secondary;*;6728;*;*;cellular;*;*;*;*;-1;0;*;yes
39;*;single;tertiary;*;1837;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;3528;*;*;cellular;*;*;*;*;92;2;*;yes
52;*;married;primary;*;126;*;*;unknown;*;*;*;*;-1;0;*;no
59;*;married;primary;*;162;*;*;telephone;*;*;*;*;-1;0;*;no
35;*;married;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;1337;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;187;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;divorced;secondary;*;272;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;160;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;married;secondary;*;1165;*;*;cellular;*;*;*;*;35;2;*;no
50;*;married;tertiary;*;3117;*;*;cellular;*;*;*;*;164;1;*;no
51;*;married;secondary;*;-153;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;single;secondary;*;696;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;696;*;*;unknown;*;*;*;*;-1;0;*;yes
34;*;single;tertiary;*;5945;*;*;cellular;*;*;*;*;170;1;*;no
31;*;married;secondary;*;389;*;*;cellular;*;*;*;*;185;2;*;no
38;*;married;secondary;*;-323;*;*;unknown;*;*;*;*;-1;0;*;no
53;*;married;secondary;*;598;*;*;cellular;*;*;*;*;264;2;*;no
48;*;married;primary;*;219;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;2371;*;*;cellular;*;*;*;*;384;2;*;yes
30;*;married;tertiary;*;131;*;*;cellular;*;*;*;*;-1;0;*;yes
38;*;divorced;secondary;*;-17;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;tertiary;*;14355;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;2693;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;single;tertiary;*;794;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;primary;*;1411;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;married;primary;*;453;*;*;unknown;*;*;*;*;-1;0;*;no
47;*;married;primary;*;145;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;married;primary;*;98;*;*;unknown;*;*;*;*;-1;0;*;no
42;*;married;secondary;*;165;*;*;unknown;*;*;*;*;-1;0;*;no
52;*;single;tertiary;*;83;*;*;cellular;*;*;*;*;-1;0;*;yes
48;*;married;primary;*;257;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;149;*;*;cellular;*;*;*;*;-1;0;*;yes
59;*;divorced;tertiary;*;439;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;primary;*;749;*;*;unknown;*;*;*;*;-1;0;*;no
59;*;married;tertiary;*;-892;*;*;unknown;*;*;*;*;-1;0;*;no
23;*;single;secondary;*;318;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;917;*;*;cellular;*;*;*;*;-1;0;*;no
53;*;married;tertiary;*;696;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;divorced;tertiary;*;50;*;*;cellular;*;*;*;*;171;4;*;no
32;*;single;tertiary;*;1068;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;married;primary;*;10191;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;144;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;tertiary;*;1238;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;married;secondary;*;1001;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;married;tertiary;*;441;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;single;tertiary;*;3017;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;175;*;*;unknown;*;*;*;*;-1;0;*;no
47;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;single;secondary;*;84;*;*;unknown;*;*;*;*;-1;0;*;yes
42;*;single;secondary;*;0;*;*;cellular;*;*;*;*;177;1;*;no
49;*;divorced;secondary;*;3649;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;9;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;single;secondary;*;3049;*;*;unknown;*;*;*;*;-1;0;*;no
59;*;married;unknown;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
57;*;married;tertiary;*;5431;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;456;*;*;telephone;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;371;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;married;primary;*;113;*;*;unknown;*;*;*;*;-1;0;*;no
51;*;married;tertiary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
29;*;married;primary;*;321;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;7717;*;*;cellular;*;*;*;*;-1;0;*;no
23;*;single;tertiary;*;897;*;*;cellular;*;*;*;*;280;8;*;yes
34;*;divorced;secondary;*;25;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;married;secondary;*;1040;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;single;primary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;married;tertiary;*;248;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;married;tertiary;*;58;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;tertiary;*;4253;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;married;tertiary;*;2183;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;secondary;*;363;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;single;secondary;*;1614;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;secondary;*;-147;*;*;unknown;*;*;*;*;-1;0;*;no
55;*;married;secondary;*;383;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;tertiary;*;622;*;*;cellular;*;*;*;*;184;1;*;no
75;*;divorced;primary;*;852;*;*;cellular;*;*;*;*;185;1;*;no
30;*;married;tertiary;*;1126;*;*;unknown;*;*;*;*;-1;0;*;no
52;*;married;secondary;*;1648;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;1076;*;*;cellular;*;*;*;*;182;6;*;yes
48;*;married;secondary;*;1323;*;*;cellular;*;*;*;*;-1;0;*;no
56;*;married;primary;*;966;*;*;cellular;*;*;*;*;-1;0;*;no
54;*;divorced;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;1287;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;married;secondary;*;210;*;*;unknown;*;*;*;*;-1;0;*;no
47;*;married;secondary;*;834;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;937;*;*;cellular;*;*;*;*;190;1;*;no
33;*;married;primary;*;410;*;*;cellular;*;*;*;*;355;2;*;no
32;*;single;secondary;*;28;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;married;tertiary;*;2190;*;*;telephone;*;*;*;*;258;18;*;no
34;*;divorced;tertiary;*;27;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;married;tertiary;*;1034;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;divorced;unknown;*;276;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;single;tertiary;*;780;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;divorced;secondary;*;-244;*;*;cellular;*;*;*;*;-1;0;*;no
53;*;married;primary;*;1086;*;*;cellular;*;*;*;*;-1;0;*;no
60;*;married;secondary;*;4820;*;*;unknown;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;471;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;513;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;single;tertiary;*;8749;*;*;telephone;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;5561;*;*;cellular;*;*;*;*;100;1;*;yes
43;*;single;primary;*;433;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;8826;*;*;cellular;*;*;*;*;151;3;*;no
41;*;married;secondary;*;483;*;*;unknown;*;*;*;*;-1;0;*;no
59;*;divorced;tertiary;*;2979;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;married;primary;*;183;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;secondary;*;271;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;married;secondary;*;-407;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;married;tertiary;*;2;*;*;cellular;*;*;*;*;6;3;*;no
29;*;single;secondary;*;-287;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;-1500;*;*;unknown;*;*;*;*;-1;0;*;no
28;*;single;tertiary;*;5474;*;*;cellular;*;*;*;*;191;5;*;no
54;*;married;primary;*;781;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;married;tertiary;*;7154;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;unknown;*;51;*;*;telephone;*;*;*;*;-1;0;*;no
35;*;married;tertiary;*;280;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;divorced;primary;*;60;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;married;primary;*;1161;*;*;cellular;*;*;*;*;184;5;*;no
31;*;single;tertiary;*;1081;*;*;cellular;*;*;*;*;261;2;*;yes
46;*;married;primary;*;7934;*;*;unknown;*;*;*;*;-1;0;*;no
55;*;married;secondary;*;831;*;*;unknown;*;*;*;*;-1;0;*;no
60;*;married;tertiary;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
47;*;single;secondary;*;58;*;*;telephone;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;767;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;single;primary;*;85;*;*;cellular;*;*;*;*;364;1;*;no
37;*;married;primary;*;-88;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;primary;*;303;*;*;unknown;*;*;*;*;-1;0;*;no
56;*;married;secondary;*;6005;*;*;unknown;*;*;*;*;-1;0;*;no
56;*;married;secondary;*;0;*;*;cellular;*;*;*;*;223;3;*;no
37;*;divorced;secondary;*;277;*;*;cellular;*;*;*;*;-1;0;*;no
74;*;married;primary;*;1765;*;*;telephone;*;*;*;*;-1;0;*;yes
36;*;married;secondary;*;14;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;tertiary;*;-1655;*;*;unknown;*;*;*;*;-1;0;*;no
59;*;married;primary;*;3694;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;divorced;secondary;*;1612;*;*;cellular;*;*;*;*;353;1;*;yes
33;*;single;tertiary;*;718;*;*;cellular;*;*;*;*;111;4;*;no
49;*;married;primary;*;126;*;*;unknown;*;*;*;*;-1;0;*;no
58;*;married;primary;*;443;*;*;telephone;*;*;*;*;204;1;*;no
37;*;married;tertiary;*;489;*;*;cellular;*;*;*;*;106;5;*;no
35;*;single;primary;*;258;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;married;primary;*;2952;*;*;cellular;*;*;*;*;95;1;*;yes
32;*;divorced;secondary;*;298;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;primary;*;469;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;married;secondary;*;-293;*;*;unknown;*;*;*;*;-1;0;*;no
42;*;married;tertiary;*;725;*;*;telephone;*;*;*;*;252;3;*;no
39;*;married;primary;*;2133;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;129;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;86;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;married;primary;*;300;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;secondary;*;505;*;*;cellular;*;*;*;*;-1;0;*;no
52;*;married;unknown;*;293;*;*;unknown;*;*;*;*;-1;0;*;yes
33;*;married;tertiary;*;74;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;-45;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;secondary;*;1240;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;divorced;tertiary;*;2133;*;*;cellular;*;*;*;*;-1;0;*;no
60;*;married;secondary;*;-222;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;secondary;*;4772;*;*;cellular;*;*;*;*;-1;0;*;no
27;*;single;secondary;*;392;*;*;unknown;*;*;*;*;-1;0;*;no
29;*;single;tertiary;*;1679;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;59;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;69;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;1954;*;*;cellular;*;*;*;*;-1;0;*;yes
34;*;married;secondary;*;920;*;*;cellular;*;*;*;*;179;3;*;yes
43;*;married;secondary;*;6346;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;secondary;*;2125;*;*;cellular;*;*;*;*;116;4;*;no
38;*;single;primary;*;154;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;unknown;*;878;*;*;cellular;*;*;*;*;298;3;*;no
54;*;divorced;secondary;*;447;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;-444;*;*;telephone;*;*;*;*;-1;0;*;no
29;*;single;secondary;*;404;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;single;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;2590;*;*;cellular;*;*;*;*;484;2;*;no
26;*;single;tertiary;*;-630;*;*;unknown;*;*;*;*;-1;0;*;no
49;*;married;primary;*;-98;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;divorced;secondary;*;219;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;secondary;*;493;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;married;secondary;*;1024;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;2466;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;married;secondary;*;536;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;2030;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
